Site2_MeltingT,Site1_NdValence,Site2_GSestFCClatcnt,AtomicRadii_min_value,ElectricalConductivity_min_value,Site2_BCCenergy_pa,NdUnfilled_composition_average,Row_max_value,SecondIonizationEnergy_max_value,NdValence_difference,Site2_Column,Site2_NdUnfilled,Site2_GSenergy_pa,valence_composition_average,Site2_CovalentRadii,ThermalExpansionCoefficient_min_value,HeatFusion_composition_average,Site2_HeatFusion,NdUnfilled_max_value,n_ws^third_max_value,HeatFusion_min_value,IonicRadii_min_value,Site2_SpaceGroupNumber,Site2_NdValence,Material compositions 1,Material compositions 2,E_regression,E_regression_shift
3024.1606702266263,17.78349720368185,5.08302922448416,1.6568266420031297,82.21074917795238,3.9899391930770416,3.9219416182913354,6.698654962397141,30.236306465844773,5.479942718952348,18.83857097467573,6.421201905409501,4.00908580836686,4.329721005089075,1.6266863643617488,30.23707261359749,30.25451004980053,38.474924340649615,5.886861017663982,1.7403073201080899,26.204984942400777,1.3877060964572936,315.69912786495405,17.295303508915666,Ag,Ag,1.8245,0
3557.230670226626,17.78349720368185,4.50337261348416,1.4658266420031296,37.21074917795238,-0.27016820692295873,5.421941618291335,6.698654962397141,30.236306465844773,8.479942718952348,16.83857097467573,9.4212019054095,-0.3059097766331389,4.829721005089075,1.4466863643617487,24.337072613597492,32.70451004980053,43.37492434064961,8.886861017663982,2.1303073201080895,26.204984942400777,0.8877060964572937,284.69912786495405,14.295303508915666,Ag,Co,1.734358324,-0.090141676
3969.230670226626,17.78349720368185,4.60627481448416,1.4618266420031298,27.210749177952387,-2.794889216922958,6.421941618291335,6.698654962397141,30.236306465844773,10.479942718952348,13.83857097467573,11.4212019054095,-2.731237171633139,6.329721005089075,1.4666863643617487,16.237072613597494,35.104510049800524,48.17492434064961,10.886861017663982,2.11030732010809,26.204984942400777,0.8577060964572937,319.69912786495405,12.295303508915666,Ag,Cr,2.083638544,0.259138544
3147.000670226626,17.78349720368185,4.59353727448416,1.4908266420031298,80.01074917795239,3.0670310830770413,3.9219416182913354,6.698654962397141,30.236306465844773,5.479942718952348,18.83857097467573,6.421201905409501,3.093824548366861,4.329721005089075,1.4566863643617487,27.837072613597492,31.40451004980053,40.77492434064961,5.886861017663982,1.8503073201080897,26.204984942400777,0.9677060964572937,315.69912786495405,17.295303508915666,Ag,Cu,1.802299595,-0.022200405
3600.230670226626,17.78349720368185,4.55694021248416,1.4538266420031298,30.510749177952384,-1.5755659969229585,5.921941618291335,6.698654962397141,30.236306465844773,9.479942718952348,15.83857097467573,10.4212019054095,-1.511004991633139,6.329721005089075,1.4566863643617487,23.137072613597496,31.50951004980053,40.98492434064961,9.886861017663982,2.15030732010809,26.204984942400777,0.7877060964572937,319.69912786495405,13.295303508915666,Ag,Fe,2.142172341,0.317672341
3308.230670226626,17.78349720368185,4.53037239248416,1.4528266420031297,19.810749177952385,-2.160492396922959,6.421941618291335,6.698654962397141,30.236306465844773,10.479942718952348,14.83857097467573,11.4212019054095,-2.2460858816331397,6.829721005089075,1.4566863643617487,30.23707261359749,31.05951004980053,40.084924340649614,10.886861017663982,1.9903073201080899,26.204984942400777,0.9077060964572937,307.69912786495405,12.295303508915666,Ag,Mn,2.026685741,0.202185741
3517.230670226626,17.78349720368185,4.5117651894841595,1.4588266420031297,33.91074917795238,1.2707793230770417,4.921941618291335,6.698654962397141,30.236306465844773,7.479942718952348,17.83857097467573,8.4212019054095,1.2281547983668606,4.829721005089075,1.4366863643617487,24.737072613597494,33.34451004980053,44.654924340649615,7.886861017663982,2.1303073201080895,26.204984942400777,0.9277060964572936,315.69912786495405,15.295303508915666,Ag,Ni,2.075071478,0.250571478
3603.230670226626,17.78349720368185,5.519457707484159,1.6568266420031297,20.810749177952385,0.5378272030770415,8.421941618291335,6.698654962397141,30.236306465844773,14.479942718952348,10.83857097467573,15.4212019054095,0.4889662783668607,4.829721005089075,1.7266863643617487,21.337072613597492,31.65451004980053,41.27492434064961,14.886861017663982,1.7403073201080899,26.204984942400777,0.9877060964572937,284.69912786495405,8.295303508915666,Ag,Sc,1.823068663,-0.001431337
3730.230670226626,17.78349720368185,5.11240883948416,1.6568266420031297,21.910749177952386,-0.9513497469229586,7.921941618291335,6.698654962397141,30.236306465844773,13.479942718952348,11.83857097467573,14.4212019054095,-1.0007477516331393,5.329721005089075,1.6066863643617488,19.937072613597493,31.679510049800527,41.324924340649616,13.886861017663982,1.9003073201080898,26.204984942400777,0.8477060964572937,284.69912786495405,9.295303508915666,Ag,Ti,1.989468058,0.164968058
3972.230670226626,17.78349720368185,4.78918411648416,1.5338266420031297,23.310749177952385,-2.229342326922958,7.421941618291335,6.698654962397141,30.236306465844773,12.479942718952348,12.83857097467573,13.4212019054095,-2.1647813216331384,5.829721005089075,1.5066863643617487,19.737072613597494,35.354510049800524,48.67492434064961,12.886861017663982,2.0203073201080897,26.204984942400777,0.7777060964572937,319.69912786495405,10.295303508915666,Ag,V,2.072663228,0.248163228
